review_score,full_text
1.0,fazer bem produto otimo mas melhor tudo pudemos doa lo casa mulheres recuperando abandono drogas ficamos felizes foi grande ajuda felizes satisfeitas obrigada
1.0,felicidade otimo aparelho entrega excelente amei tudo obgda
1.0,ferro vapor arno ultragliss fu comprei recentemente ferro vapor arno ultragliss fu utilize gostei desempenho facil utilizar bom recomendo todos abracos
0.0,ficha tecnica dimensoes produto informacoes importantes
0.5,fichario excelente foto mostra detalhes internos bilhetinhos porta trecos parte interna ziper adorei
0.0,ficou apertada possui pouca regulagem rosto pouco maior caso cabe precisaria ter pouco regulagem poder adaptar rostos maiores
0.0,ficou pequeno tentei trocar produto porque veio defeito pequeno demais entrei ctt sac n puderam resolver problema
0.0,ficou desejar nesse kit vem mangueira junto alem encaixe mesma menor mangueira filtro tratar kit ficou deseja
0.0,figurinhas comprei figurinhas veio apenas decepcionado
0.5,filtro gostaria saber compra purificador vem junto filtro preciso comprar parte
0.0,filtro quebrado gostei recebi encomenda atraso quebrada filtro veio base destruida
0.5,fiori primula plus compativel vaso sanitario fiori primula plus
1.0,fique satisfeito produto produto bom recomendo pessoas anida possui produto adquira pois irao arrepender
1.0,fiquei muitas horas olhando encantada tao lindo ameiii parabenizar brastemp produto maravilhoso superou tds expetativas design linnduu potente cozinha ficou linnda recomendadissimo
0.5,fiquei duvida compativel arno faciclic motor arno faciclic ln serie fiquei duvida copo compativel
0.0,fiquei decepcionada produto correspondeu expectaitvas pois possivel retirar totalmente agua refil centrifugacao balde acabo tirando excesso maos entao recomendo produto finalidade principal colocar maos agua foi atendida
0.0,fiquei decepcionada produto veio qualquer especificacao material forte cheiro tinta parece vai descascar facilmente lamentavel produto criancas
1.0,fiquei impressionado produto mto pratico produto fiquei impressionado fazia ideia tao bom assim melhor custo beneficio
0.5,fiquei insatisfeita produto bom mas dois bocais solta nevoa pra cima nevoa desce molha moveis bocais furo borda melhor porque molharia movel onde aparelho umidificador cima pois nevoa iria frente baixo sogra comprou umidificador outra marca furo bocal borda excelente umidificador bonito comprei mas menos molha moveis proprio umidificador motivo quero trocar umidificador
1.0,fiquei contente produto queridissimo produto alem boa qualidade bonito entrega rapida agradeco todos recomendo
0.0,fiz pre compra paguei adiantado fiquei hoje recebi jogo deveria ter chegado todo dia prazo entrega aumenta dias ninguem americanas directlog diz acontecendo meios contados inuteis total descaso consumidor
0.0,flata informacao cade informacao tecnica ar gree assim da direito consumidor
1.0,fogao cook gostei ocupa pouco espaco facil limpar
0.0,fogao ruim faz raiva fogao ruim material alem fragil queimadores bons mecanismo tampa forno sustenta direito forno desliga sozinho pessoa ficar botao apertado poder assar alguma coisa recomendo
0.0,fogao veio amassado fogao veio amassado lateral inferior direita fiquei chateada pq gente paga produto novo paguei ter produto qualidade mao sucata
0.0,foi solicitado cancelamento solicitei cancelamento produto antes emissao nota fiscal solicitando reembolso pagamento recebi mail loja parceira akitala dizendo passaria informacoes loja outro dia entrei contato lojas americanas contando ocorrido disseram dois dias uteis estariam entrando novamente contato finalizar cancelamento presente data obtive nenhuma resposta continuo aguardando devolucao pagamento feito compra cancelada
0.0,foi cancelado fornecedor compra dias pedido realizado pedido foi cancelado confianca comprar lojas americanas
1.0,foi gratificante produto correspondeu expectativas empresa tb
1.0,foi produto procurava gostei fiquei satisfeita atendimento pontualidade entrega cuidado embalagem produto recomendo
0.5,foi presente casamento avaliar foi presente casamento avaliar
0.5,foi boa compra produto bom entregue antes prazo parabens nota americanas acho desapropriado exigir limite minimo palavras opiniao entender primeira frase acima suficiente
1.0,foi otima compra gostei boa compra recomento vendedor gostei compra tudo contento
0.5,folhas tamanhos diferentes material bem impresso porem folhas cada tamanho comprei pedido escola filha
0.0,fone bluetooth knupp compre esperei quinze dias mandaram fone defeito carregando funciona carregador tira perdi dinheiro
1.0,fone ouvido otimo fone ouvido recurso volume util criancas
0.5,fone lindo audio perfeito fone veio defeito microfone usar ligacoes fica super baixo audio sendo assim impossivel usar ligacoes defeito recomendo fone promete proposto bonito
1.0,fone otimo produto atendeu expectativas bom custo beneficio
0.5,fonte externa gostei produto fonte externa gostei coisa cair chao estragar produto veio bordas branca gostei devia ter bem especificado titulo funcionando bem
0.5,fonte queimada nao fonte veio queimada daria estrelas
0.0,embalagem cartela adesivos vieram emabalahem original jogados dentro envelope gostei
0.0,prazo posso avaliar pois recebi tempo esperado util tentando devolver rendimento americanas deixando desejar
1.0,forno eletrico ok gostamos forno correspondente expectativas
0.0,foto especificacoes erradas produto regular ruim foto divulgada mostra teclado numerico cabo usb convencional entretanto recebi produto cabo retratil especificacoes escritas havia mencao caracteristica ocorre outros teclados equivalentes sempre evito cabos retrateis serem frageis quebrarem facilidade somente realizei compra pois disse descricao levou crer era cabo convencional quanto qualidade teclado certas teclas falham constantemente porem neste caso baixo preco produto imaginava qualidade maximo regular poderia acontecer assumi risco
0.0,foto enganacao comprei cortina achando viria igual foto grande todas partes mostram foto so nao vem apenas duas partes cada cortina comprada tanto comprei duas achando grandes ai chegou cortina disseram duas vieram enroladas juntas so veio duas partes cada nunca compro recomendo
0.5,foto condiz realidade relogio bonito mas foto descricao da entender detalhes pedrinhas azuis asas fixos contudo mesmos ficam soltos dentro relogio parecendo chocalho outras fotos menos descricao tinha falar alguma coisa resumo historia achei era coisa veio outra troquei porque esposa disse iria usar assim sugiro americanas detalhar melhor produto
0.0,fotos escucas tela pouca claridade decepcionada troquei iphone s camera faz fotos escuras tela maximo mas parece baixa qualidade horrivel contrariada infelizmente foi pessima compra
0.0,fraca som horrivel samsung antiga deixa chinelo imagem tambem deixa desejar
0.0,fracasso vem carregador pedi preto veio prata
0.0,fraco comparacao antigo consul parece fraco demora aquecer
0.0,fraco produto pica legumes promete agente faz maior parte trabalho
0.5,fraco fraco encaixa direito baixa qualidade preco bom
0.0,fraco material fraco costura toda desfiada aros barraca tortos
0.0,fraco fraca mdp apertar pouco parafusos perdem aperto
0.0,fraco lado macho ganchos curtos esparsos lado femea tb bem baixinho objeto fixado levinho senao segura nada fraquinho
0.5,fraco quanto prazo entrega parabens agora fiquei pouco frustrada pois achei produto potente extracao
0.5,fragil produto bonito foto entanto fragil
0.5,fragil produto fragil manual instrucoes poucas informacoes instalado funcionou corretamente apenas fragil pra fixado parede
0.5,fragil varios defeitos nao veio piscina foto azul inteira chegou quase branca furada embaixo forro parte cordinha rasgada capa nao fixa piscina quanto site otimo entrega super rapida
0.0,frete frete caro espelho bolsa reais arrependi
0.0,frete mentiroso dizia frete endereco era dias finalizei compra mudou dias ainda cima cobram frete dizendo vendido entregue empresa despacharam correio escolhi loja frete rapido dentre opcoes enganado foi eletro mix produto chegar faco outra avaliacao mas comecou mal
0.0,frete vontade comprar produtos aqui mas infelizmente frete absurdamente caro deixa vender causa frete
0.0,frete alto pro rn frete alto pro nordeste aff espero baixe frete
0.0,frete caro americanas eata abusando valor frete quase reais entregar sp valor so produto ai da
0.0,frete caro compensa comprar frete embutido preco fica frete caro
0.0,frete serio frete custa dez vezes valor produto
0.5,frete otimo jogo mas frete reais lascar acaba promocao produto
0.0,frustrada produto veio quebrado obtive nenhum retorno parte americanas parceiro resolver problema
0.0,frustrante experiencia atraso mes cansada decepcionada triste comprei paguei recebi aguento ligar pedir descaso caso
0.0,frustracao descricao enganosa pois deixa claro vem cadeiras
0.0,fragil achei comoda fragil manual simples menos montagem chamar alguem venha monta la
0.5,fragil achei fragil esperava maior mas gostei modelo
0.0,fragil extremamente fragil range somente encostar reforcar estrados tentativa usar algum tempo informacoes peso suportado nao reais
0.5,fragil acabamento bom mas produto fragil escada quebrou primeiro uso degraus escada ficam firmes
0.5,fragil produto util porem fragil veio moldura trincada
0.0,fragil quebrou pecinha segura lamina poderiam ter reforcado parte produto
0.0,fragil visao embacada frete tanto abusivo porem empolgacao prestei atencao valor frete
0.0,fragil pequeno fragil pequeno enrola todo prefiro rodo velho pano chao
0.0,enganada comprei produto pote marrom anuncio mas veio pote vermelho
0.0,enganado foi chegou pra mim fornecedor falou funcao era a mesma foto anuncio ilustrativa recomendo pra ninguem fornecedor magi parts americana perguntar nao fas nada codigo postagens passaran nao valido
0.0,lezado boa noite queria informar comprei farois so veio ate momento ninguem entrou contato comigo
0.0,ludibriado ilustracao produto mostrados modelos diferentes citados descricao comprador distraido acabe levando gato lebre fiquei insatisfeito pois ja possuo miniaturas coloquem ilustracoes condizentes produtos serem entregues
